contractRecordsTO.SCPType,contractRecordsTO.beneficialOwner,contractRecordsTO.biddingProcess,contractRecordsTO.bolpatraId1,contractRecordsTO.bolpatraId2,contractRecordsTO.bolpatraId3,contractRecordsTO.contractAddress,contractRecordsTO.contractAmount,contractRecordsTO.contractDate,contractRecordsTO.contractId,contractRecordsTO.contractName,contractRecordsTO.contractStatus,contractRecordsTO.contractType,contractRecordsTO.contractorCountry1,contractRecordsTO.contractorCountry2,contractRecordsTO.contractorCountry3,contractRecordsTO.contractorGenericName,contractRecordsTO.contractorName1,contractRecordsTO.contractorName2,contractRecordsTO.contractorName3,contractRecordsTO.contractorType,contractRecordsTO.deliveryDate,contractRecordsTO.dlpEndDate,contractRecordsTO.dlpStartDate,contractRecordsTO.donorParty,contractRecordsTO.endOrCompleteDate,contractRecordsTO.estimatedCost,contractRecordsTO.fiscalYear,contractRecordsTO.grantLoanNo,contractRecordsTO.ifbNo,contractRecordsTO.isSCP,contractRecordsTO.outstandingValue,contractRecordsTO.percentageOfCompletion,contractRecordsTO.postValidationDate,contractRecordsTO.procurementCategoryId,contractRecordsTO.procurementMethodId,contractRecordsTO.projectDescription,contractRecordsTO.publicEntity,contractRecordsTO.publicEntityName,contractRecordsTO.sharedPercentage1,contractRecordsTO.sharedPercentage2,contractRecordsTO.sharedPercentage3,contractRecordsTO.sourceOfFund,contractRecordsTO.startDate,contractRecordsTO.totalPayment,contractRecordsTO.vat_no1,contractRecordsTO.vat_no2,contractRecordsTO.vat_no3,contractRecordsTO.warrantyPeriod,contract_id
Others,,Only e-Bid,DBCRP/33701121/078/79-03,DBCRP/33701121/078/79-03,,Hetaunda,10935903.44,04-02-2022,DBCRP/33701121/078/79-03,"Reactive Maintenance works on Dumre Besishahar Road [Ch:- 9+500-12+000], Tanahun",In-Progress,Unit rate contract,Nepal,Nepal,--Select Country--,Karki Builders/ Laligurans Construction J.V,Karki Builders,Laligurans Construction,,Joint Venture,,11-10-2023,11-10-2022,,11-10-2022,19999883.55,2078/79,,02-DBCRP/078/79,Yes,9332842.50,15,,Works,NCB,"Reactive Maintenance works on Dumre Besishahar Road [Ch:- 9+500-12+000], Tanahun",3897,Dumre-Besishahar-Chame Road Project,51,49,,Goverment,04-02-2022,1603060.94,300278666,605884399,,0,DBCRP/33701121/078/79-03
,,Only e-Bid,,,,Bharatpur-3,1471487.11,28-12-2021,11-BMC/2078/079/W/SQ/20,"Different Construction works at Balkumari Sabji Mandi ,Bharatpur-2",In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,D.And.S. Himalayan construction pvt.ltd,D.And.S. Himalayan construction pvt.ltd,,,Single,,,,,27-05-2022,1998994.58,2078/79,,11-BMC/2078/079/W/SQ/20,No,1471487.11,0,,Works,Sealed Quotation,"Different Construction works at Balkumari Sabji Mandi ,Bharatpur-2",887,Bharatpur Metropolitian City Office,100,,,Internal Resource,28-12-2021,0.00,606879587,,,0,11-BMC/2078/079/W/SQ/20
,,Only e-Bid,,,,"Bharatpur,Chitwan",1872410.00,10-01-2022,12-BMC/2078/079/W/SQ/21,"Construction of Blacktopped road in Namuna Marga (Toyanath Bhattarai  House to Adhikari House), Ward no-11",Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,Divine Light Construction,Divine Light Construction,,,Single,,,,,09-06-2022,1916568.35,,,12-BMC/2078/079/W/SQ/21,No,0.00,100,,Works,Sealed Quotation,"Construction of Blacktopped road in Namuna Marga (Toyanath Bhattarai  House to Adhikari House), Ward no-11",887,Bharatpur Metropolitian City Office,100,,,Internal Resource,10-01-2022,1872410.00,302805927,,,0,12-BMC/2078/079/W/SQ/21
Others,,Only e-Bid,DBCRP/33701121/078/79-04,DBCRP/33701121/078/79-04,,Hetaunda,10890689.42,04-02-2022,DBCRP/33701121/078/79-04,"Reactive Maintenance works on Dumre Besishahar Road [Ch: 12+000-15+000], Tanahun",In-Progress,Unit rate contract,Nepal,Nepal,--Select Country--,Karki Builders/ Laligurans Construction J.V,Karki Builders,Laligurans Construction,,Joint Venture,,11-10-2023,11-10-2022,,11-10-2022,19996777.93,2078/79,,02-DBCRP/078/79,Yes,5019296.88,54,,Works,NCB,"Reactive Maintenance works on Dumre Besishahar Road [Ch: 12+000-15+000], Tanahun",3897,Dumre-Besishahar-Chame Road Project,51,49,,Goverment,04-02-2022,5871392.54,300278666,605884399,,0,DBCRP/33701121/078/79-04
,,Only e-Bid,,,,"Ratnanagar-09, Chitwan",3165259.20,06-03-2022,13-BMC/2078/079/W/NCB/22,"Blacktopped Road Construction from Ankur Jabara-Suk Nepali to Aas BK house,  Ward no 22",In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Bikram Baba Construction.,Bikram Baba Construction.,,,Single,,,,,07-08-2022,4052958.37,2078/79,,13-BMC/2078/079/W/NCB/22,No,3165259.20,0,,Works,NCB,"Blacktopped Road Construction from Ankur Jabara-Suk Nepali to Aas BK house,  Ward no 22",887,Bharatpur Metropolitian City Office,100,,,Internal Resource,14-03-2022,0.00,607273883,,,0,13-BMC/2078/079/W/NCB/22
,,Only e-Bid,,,,"Pokhara, Kaski",1099351.35,10-01-2022,14-BMC/2078/079/W/SQ/24,"Mosaic Tiles work in Sarada Ma. Vi., Ward no 19",Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,Naba Nirman Construction and Builders,Naba Nirman Construction and Builders,,,Single,,,,,10-03-2022,1372902.46,2078/79,,14-BMC/2078/079/W/SQ/24,No,0.00,100,,Works,Sealed Quotation,"Mosaic Tiles work in Sarada Ma. Vi., Ward no 19",887,Bharatpur Metropolitian City Office,100,,,Internal Resource,10-01-2022,1099351.35,604155836,,,0,14-BMC/2078/079/W/SQ/24
,,Only e-Bid,,,,"Bharatpur, Chitwan",1423839.55,16-01-2022,14-BMC/2078/079/G/SQ/25,Procurement of Warm Clothes,Completed,Contract for Supply of specific goods or other service,Nauru,--Select Country--,--Select Country--,Sanjivani Order Suppliers,Sanjivani Order Suppliers,,,Single,,,,,14-02-2022,1499849.00,2078/79,,14-BMC/2078/079/G/SQ/25,No,0.00,100,,Goods,Sealed Quotation,Procurement of Warm Clothes,887,Bharatpur Metropolitian City Office,100,,,Internal Resource,16-01-2022,1423839.55,305246055,,,0,14-BMC/2078/079/G/SQ/25
,,Only e-Bid,,,,"Ratnanagar-12,Chitwan",5349537.79,10-01-2022,15-BMC/2078/079/W/NCB/26,Blacktopped Road Construction in Ward no 6 (East of Gitanagar Healthpost and  South of Khageri Nahar),Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,New SB Construction,New SB Construction,,,Single,,,,,08-07-2022,7166403.99,2078/79,,15-BMC/2078/079/W/NCB/26,No,0.00,100,,Works,NCB,Blacktopped Road Construction in Ward no 6 (East of Gitanagar Healthpost and  South of Khageri Nahar),887,Bharatpur Metropolitian City Office,100,,,Internal Resource,10-01-2022,5349537.79,304477179,,,0,15-BMC/2078/079/W/NCB/26
,,Only e-Bid,,,,"Ratnanagar-09, Chitwan,",2723539.83,07-02-2022,15-BMC/2078/079/W/NCB/27,"Blacktopped Road Construction in Rana Tole, BMC-18",In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Bikram Baba Construction.,Bikram Baba Construction.,,,Single,,,,,14-07-2022,3136574.12,,,15-BMC/2078/079/W/NCB/27,No,2723539.83,0,,Works,NCB,"Blacktopped Road Construction in Rana Tole, BMC-18",887,Bharatpur Metropolitian City Office,100,,,Goverment,07-02-2022,0.00,607273883,,,0,15-BMC/2078/079/W/NCB/27
,,Only e-Bid,,,,"Ratnanagar-12,Chitwan",5034206.50,10-01-2022,15-BMC/2078/079/W/NCB/28,Blacktopped Road Construction in Ward no 7 (Ujwol tole 22 no. Marga and  Saptagandaki tole Khadananda Marga),Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,New SB Construction,New SB Construction,,,Single,,,,,08-07-2022,6645167.40,2078/79,,15-BMC/2078/079/W/NCB/28,No,0.00,100,,Works,NCB,Blacktopped Road Construction in Ward no 7 (Ujwol tole 22 no. Marga and  Saptagandaki tole Khadananda Marga),887,Bharatpur Metropolitian City Office,100,,,Internal Resource,10-01-2022,5034206.50,304477179,,,0,15-BMC/2078/079/W/NCB/28
,,Only e-Bid,,,,BMC-11,3123211.07,30-01-2022,16-BMC/2078/079/W/NCB/29,"Additional Storey Construction in Sashinagar Ma.Vi., Ward No-18",Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,Anam  Construction,Anam  Construction,,,Single,,,,,30-06-2022,3886382.13,2078/79,,16-BMC/2078/079/W/NCB/29,No,0.00,100,,Works,NCB,"Additional Storey Construction in Sashinagar Ma.Vi., Ward No-18",887,Bharatpur Metropolitian City Office,100,,,Internal Resource,06-02-2022,3123211.07,609512858,,,0,16-BMC/2078/079/W/NCB/29
,,Only e-Bid,,,,"Bharatpur,Chitwan",1496446.57,09-02-2022,16-BMC/2078/079/W/SQ/30,"Blacktopped Road Construction in Sundar Tole Marga no. 6 and 14, BMC-7",Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,Divine Light Construction,Divine Light Construction,,,Single,,,,,09-06-2022,1510405.48,2078/79,,16-BMC/2078/079/W/SQ/30,No,0.00,100,,Works,Sealed Quotation,"Blacktopped Road Construction in Sundar Tole Marga no. 6 and 14, BMC-7",887,Bharatpur Metropolitian City Office,100,,,Internal Resource,09-02-2022,1496446.57,302805927,,,0,16-BMC/2078/079/W/SQ/30
,,Only e-Bid,,,,BMC-16,848969.00,01-02-2022,16-BMC/2078/079/W/SQ/31,"Construction of Road using mosaic tiles in BMC-9 (Keshav Chalise House  Line)""",Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,Shiwa Shankar Builders & Suppliers Pvt. Ltd.,Shiwa Shankar Builders & Suppliers Pvt. Ltd.,,,Single,,,,,01-05-2022,1102781.57,2078/79,,16-BMC/2078/079/W/SQ/31,No,0.00,100,,Works,Sealed Quotation,Construction of Road using mosaic tiles in BMC-9 (Keshav Chalise House  Line),887,Bharatpur Metropolitian City Office,100,,,Internal Resource,01-02-2022,848969.00,609696992,,,0,16-BMC/2078/079/W/SQ/31
,,Only e-Bid,,,,BMC-5,1513733.24,06-02-2022,16-BMC/2078/079/W/SQ/33,"Maintenance Works and Painting of Office Building, BMC",Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,Mahesh Construction,Mahesh Construction,,,Single,,,,,06-06-2022,1987212.93,2078/79,,16-BMC/2078/079/W/SQ/33,No,0.00,100,,Works,Sealed Quotation,"Maintenance Works and Painting of Office Building, BMC",887,Bharatpur Metropolitian City Office,100,,,Internal Resource,06-02-2022,1513733.24,603002643,,,0,16-BMC/2078/079/W/SQ/33
,,Only e-Bid,,,,Manthali,5365394.58,10-02-2022,16-BMC/2078/079/W/NCB/34,"Construction of School Building (First Floor) in Narayani Model Secondary School,  BMC-10",Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,siddhakali nirman  sewa,siddhakali nirman  sewa,,,Single,,,,,14-07-2022,8162143.68,2078/79,,16-BMC/2078/079/W/NCB/34,No,0.00,100,,Works,NCB,"Construction of School Building (First Floor) in Narayani Model Secondary School,  BMC-10",887,Bharatpur Metropolitian City Office,100,,,Internal Resource,10-02-2022,5365394.58,604062927,,,0,16-BMC/2078/079/W/NCB/34
,,Only e-Bid,,,,Bharatpur,3391180.57,10-03-2022,17-BMC/2078/079/W/NCB/35,"Construction of Four Room School Building,sajhapur,Bharatpur-28",In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,SP Group of Engineering & Associates Pvt. Ltd.,SP Group of Engineering & Associates Pvt. Ltd.,,,Single,,,,,07-09-2022,4998986.82,2078/79,,17-BMC/2078/079/W/NCB/35,No,3391180.57,0,,Works,NCB,"Construction of Four Room School Building,sajhapur,Bharatpur-28",887,Bharatpur Metropolitian City Office,100,,,Internal Resource,10-03-2022,0.00,606814661,,,0,17-BMC/2078/079/W/NCB/35
,,Only e-Bid,45-BMC/2078/079/W/NCB/133,,,bharatpur-chitwan,6489677.90,20-08-2022,45-BMC/2078/079/W/NCB/133,Blacktopped Road Construction from Amulya Chowk to Ward no 23 territory,In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Aashrit Nirman Sewa,Aashrit Nirman Sewa,,,Single,,,,,12-12-2022,7028964.66,2078/79,,45-BMC/2078/079/W/NCB/133,No,6489677.90,0,,Works,NCB,"Blacktopped Road Construction from Amulya Chowk to
Ward no 23 territory",887,Bharatpur Metropolitian City Office,100,,,Internal Resource,20-08-2022,0.00,604996626,,,0,45-BMC/2078/079/W/NCB/133
,,Only e-Bid,,,,"Birendranagar-9, Surkhet",54177878.29,05-07-2022,RIDOPYU/NCB/078/79/12,Upgrading of Bagdula-Damti Road (0+000 to 3+200),In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Hamro Nirman Sewa,Hamro Nirman Sewa,,,Single,,,,,,56557834.21,2078/79,,RIDOPYU/NCB/078/79/12,No,0.00,0,,Works,NCB,Upgrading of Bagdula-Damti Road (0+000 to 3+200),4673,"Road Infrastructure Development Office, Pyuthan",100,,,Goverment,,4800000.00,302519714,,,0,RIDOPYU/NCB/078/79/12
,,Only e-Bid,,,,chitwan,1659577.33,20-04-2022,25-BMC/2078/079/W/NCB/69,"Police chauki agadiko bato slab dhalan (Devghat, BMC 1)",Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,M/S Surya shree construction,M/S Surya shree construction,,,Single,,,,,21-06-2022,2147060.38,2078/79,,25-BMC/2078/079/W/NCB/69,No,0.00,100,,Works,NCB,"Police chauki agadiko bato slab dhalan (Devghat, BMC 1)",887,Bharatpur Metropolitian City Office,100,,,Internal Resource,20-04-2022,1659577.33,601152227,,,0,25-BMC/2078/079/W/NCB/69
,,Only e-Bid,,,,chitwan,1872836.64,21-04-2022,25-BMC/2078/079/W/NCB/70,"Construction of Stone Masonry Wall on Ganesthan Pungi Khola, BMC-11",Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,M/S D&B Constructon,M/S D&B Constructon,,,Single,,,,,24-07-2022,3457985.26,2078/79,,25-BMC/2078/079/W/NCB/70,No,0.00,100,,Works,NCB,"Construction of Stone Masonry Wall on Ganesthan Pungi Khola, BMC-11",887,Bharatpur Metropolitian City Office,100,,,Internal Resource,21-04-2022,1872836.64,301710569,,,0,25-BMC/2078/079/W/NCB/70
,,Only e-Bid,,,,chitwan,4868785.80,19-04-2022,25-BMC/2078/079/W/NCB/71,"Construction of Gabion Works in Narayani River (Bhangalo) side, BMC-03",Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,M/S Gautam Builders,M/S Gautam Builders,,,Single,,,,,,6107868.29,2078/79,,25-BMC/2078/079/W/NCB/71,No,0.00,100,,Works,NCB,"Construction of Gabion Works in Narayani River (Bhangalo) side, BMC-03",887,Bharatpur Metropolitian City Office,100,,,Internal Resource,19-04-2022,4868785.80,661566224,,,0,25-BMC/2078/079/W/NCB/71
,,Only e-Bid,,,,chitwan,3510420.03,24-04-2022,26-BMC/2078/079/W/NCB/72,"Blacktopped Road Construction in Sanjivani Marga, BMC-10",Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,M/S Divine Light Construction,M/S Divine Light Construction,,,Single,,,,,27-07-2022,3512539.63,2078/79,,26-BMC/2078/079/W/NCB/72,No,0.00,100,,Works,NCB,"Blacktopped Road Construction in Sanjivani Marga, BMC-10",887,Bharatpur Metropolitian City Office,100,,,Internal Resource,24-04-2022,3510420.03,302805927,,,0,26-BMC/2078/079/W/NCB/72
,,Only e-Bid,,,,chitwan,2732144.55,21-04-2022,26-BMC/2078/079/W/NCB/73,"Truss and Different construction works in Ward office building, BMC 23",Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,M/S Surya shree construction,M/S Surya shree construction,,,Single,,,,,12-07-2022,3222307.24,2078/79,,26-BMC/2078/079/W/NCB/73,No,0.00,100,,Works,NCB,"Truss and Different construction works in Ward office building, BMC 23",887,Bharatpur Metropolitian City Office,100,,,Internal Resource,21-04-2022,2732144.55,601152227,,,0,26-BMC/2078/079/W/NCB/73
,,Only e-Bid,,,,BMC-21,1259197.65,08-02-2022,17-BMC/2078/079/W/SQ/36,"Construction of RCC Canal at Bhuwanbasti Ghol,BMC-18",In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,"Rivian Engineering Consultancy Suppliers & Construction Pvt Ltd,","Rivian Engineering Consultancy Suppliers & Construction Pvt Ltd,",,,Single,,,,,08-06-2022,1753026.75,2078/79,,17-BMC/2078/079/W/SQ/36,No,1259197.65,0,,Works,Sealed Quotation,"Construction of RCC Canal at Bhuwanbasti Ghol,BMC-18",887,Bharatpur Metropolitian City Office,100,,,Internal Resource,08-02-2022,0.00,609800520,,,0,17-BMC/2078/079/W/SQ/36
,,--Select Bidding Process --,,,,"Sinamangal-9, Kathmandu",14032469.44,22-07-2022,KRIP/33701134/078/79-10,Upgrading/Improvement of Service Track along Koteshwor Bhatbhateni to Manohara,In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,K.B.K. Construction Pvt. Ltd.,Dev Builders Pvt.Ltd,,,Single,,,,,,18732293.76,,,KRIP-10-003/078/79,No,0.00,100,,Works,NCB,Upgrading/Improvement of Service Track along Koteshwor Bhatbhateni to Manohara,600,Kathmandu Ringroad Improvement Project,100,,,--Select source of Fund --,,0.00,609559462,,,0,KRIP/33701134/078/79-10 
,,Only e-Bid,,,,BMC-5,1208974.22,06-02-2022,17-BMC/2078/079/W/SQ/38,Culvert Construction at Torikhet narayani Lift nahar ward no-5,Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,Mahesh Construction,Mahesh Construction,,,Single,,,,,06-06-2022,1398993.84,2078/79,,17-BMC/2078/079/W/SQ/38,No,0.00,100,,Works,Sealed Quotation,Culvert Construction at Torikhet narayani Lift nahar ward no-5,887,Bharatpur Metropolitian City Office,100,,,Internal Resource,06-02-2022,1208974.22,603002643,,,0,17-BMC/2078/079/W/SQ/38
,,Only e-Bid,,,,chitwan,469330.17,10-05-2022,RE-26-BHR/2078/079/W/SQ/076,Canal lining work at Bikash pokhari taal ward nm 21,Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,M/S Shivasthal Nirman Pvt Ltd,M/S Shivasthal Nirman Pvt Ltd,,,Single,,,,,25-06-2022,509592.84,2078/79,,RE-26-BHR/2078/079/W/SQ/076,No,0.00,100,,Works,NCB,Canal lining work at Bikash pokhari taal ward nm 21,887,Bharatpur Metropolitian City Office,100,,,Internal Resource,10-04-2022,469330.17,609512858,,,0,RE-26-BHR/2078/079/W/SQ/076
,,Only e-Bid,,,,chitwan,4702829.05,21-04-2022,27-BMC/2078/079/W/NCB/78,"""Blacktopped Road   Construction (from Tham   Prasad Tiwari's Chok to Nim   Chok ward no. 24 & 25   Connecting upto yamu   Bhandari's Ghar Chok)""",Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,L & G Construction,L & G Construction,,,Single,,,,,14-07-2022,5062254.05,2078/79,,27-BMC/2078/079/W/NCB/78,No,0.00,100,,Works,NCB,"""Blacktopped Road 
 Construction (from Tham 
 Prasad Tiwari's Chok to Nim 
 Chok ward no. 24 & 25 
 Connecting upto yamu 
 Bhandari's Ghar Chok)""",887,Bharatpur Metropolitian City Office,100,,,Internal Resource,21-04-2022,4702829.05,601565041,,,0,27-BMC/2078/079/W/NCB/78
,,Only e-Bid,,,,"Ratnanagar-09, Chitwan",6737827.20,06-03-2022,17-BMC/2078/079/W/NCB/39,Construction of Additional Works on Commercial Building in BMC Ward no-21,In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Bikram Baba Construction,Bikram Baba Construction,,,Single,,,,,07-08-2022,10499914.70,2078/79,,17-BMC/2078/079/W/NCB/39,No,6737827.20,0,,Works,NCB,Construction of Additional Works on Commercial Building in BMC Ward no-21,887,Bharatpur Metropolitian City Office,100,,,Internal Resource,06-03-2022,0.00,607273883,,,0,17-BMC/2078/079/W/NCB/39
,,Only e-Bid,,,,chitwan,3291020.12,21-04-2022,27-BMC/2078/079/W/NCB/79,"""Construction of Conference   hall on the first floor of   existing ward office   Building,BMC 24""",In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Shree krishna Nirman Sewa,Shree krishna Nirman Sewa,,,Single,,,,,29-06-2022,3935973.09,2078/79,,27-BMC/2078/079/W/NCB/79,No,3291020.12,0,,Works,NCB,"""Construction of Conference 
 hall on the first floor of 
 existing ward office 
 Building,BMC 24""",887,Bharatpur Metropolitian City Office,100,,,Internal Resource,21-04-2022,0.00,607510740,,,0,27-BMC/2078/079/W/NCB/79
,,Only e-Bid,,,,Kathmandu,1812255.81,24-04-2022,28-BHR/2078/079/W/NCB/80,"Construction of Culvert(Connecting Aananda Marga to Bharatpur ko oralo )over the Pungikhola ,BMC3",In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Baladev Builders Pvt.Ltd,Baladev Builders Pvt.Ltd,,,Single,,,,,04-07-2022,2330771.12,2078/79,,28-BHR/2078/079/W/NCB/80,No,1812255.81,0,,Works,NCB,"Construction of Culvert(Connecting Aananda Marga to Bharatpur ko oralo )over the Pungikhola ,BMC3",887,Bharatpur Metropolitian City Office,100,,,Internal Resource,24-04-2022,0.00,609657678,,,0,28-BHR/2078/079/W/NCB/80
,,Only e-Bid,,,,BMC-3,12103816.50,06-03-2022,18-BMC/2078/079/W/NCB/40,"Construction of Blacktopped Pavement in Narayani Irrigation Canal Road, BMC-06",Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,Birat Builders and  Equipment,Birat Builders and  Equipment,,,Single,,,,,07-09-2022,16322911.82,2078/79,,18-BMC/2078/079/W/NCB/40,No,0.00,100,,Works,NCB,"Construction of Blacktopped Pavement in Narayani Irrigation Canal Road, BMC-06",887,Bharatpur Metropolitian City Office,100,,,Internal Resource,06-03-2022,12103816.50,606677839,,,0,18-BMC/2078/079/W/NCB/40
,,Only e-Bid,,,,chitwan,2347596.60,21-04-2022,28-BHR/2078/079/W/NCB/81,Blacktopped road construction at Laxmipur marga & om shanti Marga Bmc ward no 04,In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Pradip Nirman Sewa,Pradip Nirman Sewa,,,Single,,,,,14-07-2022,2457389.74,2078/79,,28-BHR/2078/079/W/NCB/81,No,2347596.60,0,,Works,NCB,Blacktopped road construction at Laxmipur marga & om shanti Marga Bmc ward no 04,887,Bharatpur Metropolitian City Office,100,,,Internal Resource,21-04-2022,0.00,611317409,,,0,28-BHR/2078/079/W/NCB/81
,,Only e-Bid,,,,chitwan,2754127.87,20-04-2022,29-BMC/2078/079/W/NCB/82,construction of incomplete Building of Rastriya Ma.Bi. BMC 07,In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Shivasthal Nirman Pvt Ltd,Shivasthal Nirman Pvt Ltd,,,Single,,,,,23-07-2022,3178918.15,2078/79,,29-BMC/2078/079/W/NCB/82,No,2754127.87,0,,Works,NCB,construction of incomplete Building of Rastriya Ma.Bi. BMC 07,887,Bharatpur Metropolitian City Office,100,,,Internal Resource,20-04-2022,0.00,609512858,,,0,29-BMC/2078/079/W/NCB/82
,,Only e-Bid,,,,Bharatpur,7006447.71,09-06-2022,31-BMC/2078/079/W/NCB/90,Blacktopped Road (Loktantrik Chok to Bishnu Chok) And Culvert Construction Works At BMC 18,In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Bikram Baba Construction,Bikram Baba Construction,,,Single,,,,,11-09-2022,7486532.73,2078/79,,31-BMC/2078/079/W/NCB/90,No,7006447.71,0,,Works,NCB,Blacktopped Road Construction,887,Bharatpur Metropolitian City Office,100,,,Internal Resource,09-06-2022,0.00,607273883,,,0,31-BMC/2078/079/W/NCB/90
Others,,Only e-Bid,DBCRP/33701121/078/79-05,DBCRP/33701121/078/79-05,,Hetauda,9706143.64,04-02-2022,DBCRP/33701121/078/79-05,"Reactive Maintenance works on Dumre Besishahar Road [Ch: 15+000-22+000], Tanahun",In-Progress,Unit rate contract,Nepal,Nepal,--Select Country--,Karki Builders/ Laligurans Construction J.V,Karki Builders,Laligurans Construction,,Joint Venture,,08-10-2023,08-10-2022,,08-10-2022,19997781.00,2078/79,,02-DBCRP/078/79,Yes,6066009.26,38,,Works,NCB,"Reactive Maintenance works on Dumre Besishahar Road [Ch: 15+000-22+000], Tanahun",3897,Dumre-Besishahar-Chame Road Project,51,49,,Goverment,04-02-2022,3640134.38,300278666,605884399,,0,DBCRP/33701121/078/79-05
,,Only e-Bid,,,,Bharatpur,3094562.62,09-06-2022,31-BMC/2078/079/W/NCB/91,"Blacktopped Road Construction from Suk Bahadur's House Kavretole to Millineum Hatchery Tole, BMC-16",In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Bikram Baba Construction,Bikram Baba Construction,,,Single,,,,,11-09-2022,3172845.04,2079/80,,31-BMC/2078/079/W/NCB/91,No,3094562.62,0,,Works,NCB,Blacktopped Road Construction,887,Bharatpur Metropolitian City Office,100,,,Internal Resource,09-06-2022,0.00,607273883,,,0,31-BMC/2078/079/W/NCB/91
