sl_no,pe_name,contract_name,contract_amount,procurement_category,procurement_method,status,contract_code,SCPType,beneficialOwner,biddingProcess,bolpatraId1,bolpatraId2,bolpatraId3,contractAddress,contractDate,contractType,contractorCountry1,contractorCountry2,contractorCountry3,contractorGenericName,contractorName1,contractorName2,contractorName3,contractorType,deliveryDate,dlpEndDate,dlpStartDate,donorParty,endOrCompleteDate,estimatedCost,fiscalYear,grantLoanNo,ifbNo,isSCP,outstandingValue,percentageOfCompletion,postValidationDate,projectDescription,publicEntity,publicEntityName,sharedPercentage1,sharedPercentage2,sharedPercentage3,sourceOfFund,startDate,totalPayment,vat_no1,vat_no2,vat_no3,warrantyPeriod,contract_id
525,"Water Supply and Sewerage Management Office, Lamjung","Construction of Phujel (Brihat Pumping) water supply Project ,Gorkha",254292868.58,Works,NCB,In-Progress,IFB/08/2078/79WORK/FWSSMP,,,Only e-Bid,IFB/08/2078/79WORK/FWSSMP,,,kathmandu,08-07-2022,Unit rate contract,Nepal,--Select Country--,--Select Country--,Gorkha Construction Company Nepal (P) Ltd.,Gorkha Construction Company Nepal (P) Ltd.,,,Single,,20-01-2026,20-01-2025,,19-01-2025,353914983.25,2078/79,,IFB/08/2078/79WORK/FWSSMP,No,243262869.0,0,,"Construction of Phujel (Brihat Pumping) water supply Project ,Gorkha",2660,"Water Supply and Sewerage Management Office, Lamjung",100,,,Goverment,23-07-2022,11030000.0,300013834,,,0,IFB/08/2078/79WORK/FWSSMP
526,"Water Supply and Sewerage Management Office, Lamjung","Construction of Makaisingh Tanglingchowk Gabtar Brihat Water Supply Project, Gorkha",92417133.01,Works,NCB,In-Progress,IFB/03/2078/79/Works/FWSSMP/Lamjung,,,Only e-Bid,IFB/03/2078/79/Works/FWSSMP/Lamjung,,,"Suryabinayak Municipality-04, Bhaktapur",06-05-2022,Unit rate contract,Nepal,--Select Country--,--Select Country--,Bhimeshwor Drilling Tatha Nirman Sewa Pvt. Ltd,IFB/03/2078/79/Works/FWSSMP/Lamjung,,,Single,,19-05-2027,19-05-2026,,19-05-2024,133671644.0,,,IFB/03/2078/79/Works/FWSSMP/Lamjung,No,88447133.01,0,,Construction of Makaisingh Tanglingchowk Gabtar Brihat Water Supply,2660,"Water Supply and Sewerage Management Office, Lamjung",100,,,Goverment,20-05-2022,3970000.0,606739164,,,0,IFB/03/2078/79/Works/FWSSMP/Lamjung
527,"Water Supply and Sewerage Management Office, Lamjung","Construction Of Sundarbazar Sahalagani Water Supply And Sanitation Project, Lamjung",255266786.9,Works,NCB,In-Progress,IFB/05/2078/79/Works/FWSSMP/Lamjung,,,Only e-Bid,IFB/05/2078/79/Works/FWSSMP/Lamjung,,,"Bhorletar, Lamjung",03-07-2022,Unit rate contract,Nepal,--Select Country--,--Select Country--,Parajuli Construction Pvt. Ltd.,Parajuli Construction Pvt. Ltd.,,,Single,,16-01-2025,16-01-2024,,15-01-2024,391592542.77,,,IFB/05/2078/79/Works/FWSSMP/Lamjung,No,242168040.73,0,,Construction Of Sundarbazar Sahalagani Water Supply And Sanitation,2660,"Water Supply and Sewerage Management Office, Lamjung",100,,,Goverment,17-07-2022,13098746.17,302713622,,,0,IFB/05/2078/79/Works/FWSSMP/Lamjung
528,"Water Supply and Sewerage Management Office, Lamjung","Supply and Installation of solar Pump, Inverter with all accessories including transportation in Airport WSP, Gorkha",1353700.0,Works,NCB,In-Progress,IFB/07/2078/79/Works/FWSSMP/Lamjung,,,Only e-Bid,IFB/07/2078/79/Works/FWSSMP/Lamjung,,,"Madhyapur Thimi, Bhakatapur.",28-06-2022,Unit rate contract,Nepal,--Select Country--,--Select Country--,Ohm Energy Nepal Private Limited,Ohm Energy Nepal Private Limited,,,Single,,10-09-2023,10-09-2022,,06-09-2022,3454639.81,,,IFB/07/2078/79/Works/FWSSMP/Lamjung,No,0.0,100,,"Supply and Installation of solar Pump, Inverter with all accessories including transportation in Airport WSP",2660,"Water Supply and Sewerage Management Office, Lamjung",100,,,Goverment,05-07-2022,0.0,609643422,,,0,IFB/07/2078/79/Works/FWSSMP/Lamjung
529,"Water Supply and Sewerage Management Office, Lamjung","Construction of Satbise Niubote Water Quality Improvement Project, Lamjung",24620466.06,Works,ICB,In-Progress,IFB/06/2078/79/Works/FWSSMP/Lamjung,,,Only e-Bid,IFB/06/2078/79/Works/FWSSMP/Lamjung,,,"Melamchi Municipality-10, Sikharpur",08-07-2022,Unit rate contract,Nepal,--Select Country--,--Select Country--,Gehendra Laxmi Nirman Sewa,Gehendra Laxmi Nirman Sewa,,,Single,,21-07-2024,21-07-2023,,20-07-2023,40724282.94,,,IFB/06/2078/79/Works/FWSSMP/Lamjung,No,24620466.06,0,,Construction of Satbise Niubote Water Quality Improvement Project,2660,"Water Supply and Sewerage Management Office, Lamjung",100,,,Goverment,21-07-2022,0.0,602675606,,,0,IFB/06/2078/79/Works/FWSSMP/Lamjung
530,"Water Supply and Sewerage Management Office, Lamjung",Supply of HDPE Pipe For Different Water Supply Projects,11988622.0,Goods,NCB,Completed,IFB/01/2078/79/Goods/FWSSMP/Lamjung,,"FWSSMP, Lamjung",--Select Bidding Process --,IFB/01/2078/79/Goods/FWSSMP/Lamjung,,,"Bharatpur Sub-metropolitan-11, Chitwan",07-02-2022,Framework or unit rate contract,Nepal,--Select Country--,--Select Country--,Narayani Pipe Industries,Narayani Pipe Industries,,,Single,05-06-2022,,,,07-05-2022,17315523.13,,,IFB/01/2078/79/Goods/FWSSMP/Lamjung,No,0.0,100,07-10-2022,Supply of HDPE Pipe For Different Water Supply Projects,2660,"Water Supply and Sewerage Management Office, Lamjung",100,,,Goverment,07-02-2022,11988622.0,300010163,,,4,IFB/01/2078/79/Goods/FWSSMP/Lamjung
531,"Water Supply and Sewerage Management Office, Lamjung",Supply and Delivery of GI Pipe For Different Water Supply Projects,5712828.0,Goods,NCB,Completed,IFB/02/2078/79/Goods/FWSSMP/Lamjung,,"FWSSMP, Lamjung",Only e-Bid,IFB/02/2078/79/Goods/FWSSMP/Lamjung,,,"Jitpur Simara-09, Bara",04-02-2022,Framework or unit rate contract,Nepal,--Select Country--,--Select Country--,Bhagwati Steels Industries Pvt. Ltd,Bhagwati Steels Industries Pvt. Ltd,,,Single,04-05-2022,,,,04-05-2022,7518601.9,2078/79,,IFB/02/2078/79/Goods/FWSSMP/Lamjung,No,0.0,100,04-09-2022,Supply and Delivery of GI Pipe For Different Water Supply Projects,2660,"Water Supply and Sewerage Management Office, Lamjung",100,,,Goverment,04-02-2022,5712828.0,300020388,,,120,IFB/02/2078/79/Goods/FWSSMP/Lamjung
532,"Water Supply and Sewerage Management Office, Lamjung","Construction of Manakaman Brihat Water Supply Project, Sahid Lakhana Municipality-2,3, Gorkha",107192964.31,Works,NCB,In-Progress,IFB/03/2077879/Works/FWSSMP/Lamjung,,,Only e-Bid,IFB/03/2077879/Works/FWSSMP/Lamjung,,,"Butwal,Rupandehi",06-07-2021,Unit rate contract,Nepal,--Select Country--,--Select Country--,Sagun Construction Pvt. Ltd,Sagun Construction Pvt. Ltd,,,Single,,07-07-2024,07-07-2023,,06-07-2023,189731933.78,,,IFB/03/2077879/Works/FWSSMP/Lamjung,No,70432964.31,10,,Construction of Manakaman Brihat Water Supply Project,2660,"Water Supply and Sewerage Management Office, Lamjung",100,,,Goverment,06-07-2021,36760000.0,304994152,,,0,IFB/03/2077879/Works/FWSSMP/Lamjung
533,"Water Supply and Sewerage Management Office, Lamjung","Construction of Borlang Brihat Water Supply Project, Bhimsen Thapa Rural Municipality-8, Gorkha",85909495.56,Works,NCB,In-Progress,IFB/04/2077/078/Works/FWSSMP/Lamjung,,,Only e-Bid,IFB/04/2077/78/Works/FWSSMP/Lamjung,IFB/04/2077/078/Works/FWSSMP/Lamjung,IFB/04/2077/078/Works/FWSSMP/Lamjung,Gorkha,05-07-2021,Unit rate contract,Nepal,Nepal,Nepal,Bhimeshwor/Manasalu/Sachet JV,Bhimeshwor Drilling Tatha Nirman Sewa,Manasalu Construction Pvt. Ltd.,Sachet Construction Pvt. Ltd.,Joint Venture,,05-01-2024,05-01-2023,,04-01-2023,124690195.0,2077/78,,IFB/04/2077/078/Works/FWSSMP/Lamjung,No,57010223.0,60,,Construction of Borlang Brihat Water Supply Project,2660,"Water Supply and Sewerage Management Office, Lamjung",40,30,30,Goverment,05-07-2021,28899272.56,606739164,601261185.0,304761344.0,0,IFB/04/2077/078/Works/FWSSMP/Lamjung
534,"Road Infrastructure Development Office,  Rukum (East )",Construction of Domai Korja Bhalawot Bhaiselotane Daware Sadak,1541219.91,Works,NCB,Completed,RIDO/RUK/W/Ro/NCB/01/078-79,,,Only e-Bid,RIDO/RUK/W/Ro/NCB/01/078-79,,,"Morawang-05,Rukum",31-12-2021,Unit rate contract,Nepal,--Select Country--,--Select Country--,Santos Nirman Sewa,Santos Nirman Sewa,,,Single,,14-05-2023,15-05-2022,,08-05-2022,3940487.18,2078/79,,RIDO/RUK/W/Ro/NCB/01/078-79,No,0.0,100,,Construction of Domai Korja Bhalawat Bhaiselotane Daware Sadak,3442,"Road Infrastructure Development Office,  Rukum (East )",100,,,Goverment,07-01-2022,1492996.7,302822056,,,0,RIDO/RUK/W/Ro/NCB/01/078-79
535,"Water Supply and Sewerage Management Office, Lamjung","Construction of Bahikhola Kotkali Water Quality Improvement Project, Gorkha",17518269.23,Works,NCB,In-Progress,IFB/07/2077/078/Works/FWSSMP/Lamjung,,,Only e-Bid,IFB/07/2077/078/Works/FWSSMP/Lamjung,IFB/07/2077/078/Works/FWSSMP/Lamjung,IFB/07/2077/078/Works/FWSSMP/Lamjung,"Gorkha Municipalty-08, Gorkha",19-07-2021,Unit rate contract,Nepal,Nepal,Nepal,Parajuli/ Manasalu/A-one JV,Parajuli Construction Pvt. Ltd.,Manasalu Construction Pvt. Ltd.,A-one Construction,Joint Venture,,11-01-2024,11-01-2023,,10-01-2023,34844389.59,2077/78,,IFB/07/2077/078/Works/FWSSMP/Lamjung,No,9006052.68,70,,Construction of Bahikhola Kotkali Water Quality Improvement Project,2660,"Water Supply and Sewerage Management Office, Lamjung",40,30,30,Goverment,19-07-2021,8512216.55,302713622,601261185.0,301695941.0,0,IFB/07/2077/078/Works/FWSSMP/Lamjung
536,"Water Supply and Sewerage Management Office, Lamjung","Construction of Aarughat Water Quality Improvement Project, Gorkha",33806958.89,Works,NCB,In-Progress,IFB/06/2077/078/Works/FWSSMP/Lamjung,,,Only e-Bid,IFB/06/2077/078/Works/FWSSMP/Lamjung,IFB/06/2077/078/Works/FWSSMP/Lamjung,IFB/06/2077/078/Works/FWSSMP/Lamjung,"Gorkha Municipality-08, Gorkha",19-07-2021,Unit rate contract,Nepal,Nepal,--Select Country--,Bhimeshwor/Manasalu/A-one JV,Bhimeshwor Drilling Tatha Nirman Sewa Pvt. Ltd.,Manasalu Construction Pvt. Ltd.,A-one Construction,Joint Venture,,11-01-2024,11-01-2023,,10-01-2023,55528003.61,2077/78,,IFB/06/2077/078/Works/FWSSMP/Lamjung,No,33806958.89,0,,Construction of Aarughat Water Quality Improvement Project,2660,"Water Supply and Sewerage Management Office, Lamjung",40,30,30,Goverment,19-07-2021,0.0,606739164,601261185.0,301695941.0,0,IFB/06/2077/078/Works/FWSSMP/Lamjung
537,"Water Supply and Sewerage Management Office, Lamjung","Construction of Manakamana Bazar Sewerage Management Project, Gorkha",63306639.91,Works,NCB,In-Progress,IFB/05/2077/078/Works/FWSSMP/Lamjung,,,Only e-Bid,IFB/05/2077/078/Works/FWSSMP/Lamjung,IFB/05/2077/078/Works/FWSSMP/Lamjung,IFB/05/2077/078/Works/FWSSMP/Lamjung,"Putalisadak, Kathmandu",13-07-2021,Unit rate contract,Nepal,Nepal,Nepal,Anjana/Kalika/Parajuli JV,Anjana Nirman Sewa Company Pvt. Ltd.,Parajuli Construction Pvt. Ltd.,Kalika Builders,Joint Venture,,14-07-2025,14-07-2024,,13-07-2024,123138246.26,2077/78,,IFB/05/2077/078/Works/FWSSMP/Lamjung,No,46802342.91,70,,Construction of Manakamana Bazar Sewerage Management Project,2660,"Water Supply and Sewerage Management Office, Lamjung",40,30,30,Goverment,13-07-2021,16504297.0,300845312,302713622.0,300124859.0,0,IFB/05/2077/078/Works/FWSSMP/Lamjung
538,Sunsari Morang Irrigation Project,Construction of Syphon and Bridge,299756771.0,Works,NCB,In-Progress,SMIP/NCB-01/2075-76,,,Only e-Bid,SMIP/NCB-01/2075-76,SMIP/NCB-01/2075-76,SMIP/NCB-01/2075-76,"Dharan-10, Sunsari",13-03-2020,Unit rate contract,Nepal,Nepal,Nepal,Ashish-Swaminarayan-Aashirbad J.V,Ashish Nirman Sewa Pvt. Ltd,Swaminarayan Nirman Sewa Pvt. Ltd.,Aashirbad Nirman Sewa Pvt. Ltd,Joint Venture,,31-08-2022,25-08-2022,,14-08-2023,473209640.0,,,SMIP/NCB-01/2075-76,No,45641343.0,84,,Construction of Syphon Completed,282,Sunsari Morang Irrigation Project,40,30,30,Goverment,13-03-2020,254115428.0,300011346,601581759.0,602480486.0,0,SMIP/NCB-01/2075-76
539,"Road Infrastructure Development Office,  Rukum (East )",Construction of chyanchung dobato ghaewang bheri danda yudha sangralaya road,2412319.62,Works,NCB,Completed,RIDO/RUK/W/Ro/NCB/02/078-79,,,Only e-Bid,RIDO/RUK/W/Ro/NCB/02/078-79,,,"Sisne-06,Rukum East",11-01-2022,Unit rate contract,Nepal,--Select Country--,--Select Country--,MB Group Pvt.Ltd.,MB Group Pvt.Ltd.,,,Single,,14-05-2023,15-05-2022,,08-05-2022,4839732.05,2078/79,,RIDO/RUK/W/Ro/NCB/01/078-79,No,0.0,100,,Construction of chyangchung dobato galewang bheri danda yudha sangralaya road,3442,"Road Infrastructure Development Office,  Rukum (East )",100,,,Goverment,18-01-2022,2352888.98,606634153,,,0,RIDO/RUK/W/Ro/NCB/02/078-79
540,"Water Supply and Sewerage Management Office, Lamjung","Construction of Palungtar (1-10) Brihat  Water Supply and Sanitation Project, Gorkha",411693417.0,Works,NCB,In-Progress,IFB/10/2077/078/Works/FWSSMP/Lamjung,,,Only e-Bid,IFB/10/2077/078/Works/FWSSMP/Lamjung,IFB/10/2077/078/Works/FWSSMP/Lamjung,IFB/10/2077/078/Works/FWSSMP/Lamjung,"Butwal-13, Rupandehi",09-07-2021,Unit rate contract,Nepal,Nepal,Nepal,Mrita Sanjiwoni/Karna/Sagun JV,Mrita Sanjiwoni Nirman Sewa Pvt. Ltd,Karna Builders Pvt. Ltd.,Sagun Construction,Joint Venture,,07-07-2026,07-07-2025,,08-07-2024,585840450.94,2077/78,,IFB/10/2077/078/Works/FWSSMP/Lamjung,No,168881682.96,62,,Construction of Palungtar (1-10) Brihat  Water Supply and Sanitation Project,2660,"Water Supply and Sewerage Management Office, Lamjung",34,33,33,Goverment,09-07-2021,242811734.04,605910582,603421619.0,304894152.0,0,IFB/10/2077/078/Works/FWSSMP/Lamjung
541,"Shree Gyaneshwor Secondary School, Baitadi","Construction of Gyaneshwor Ma.Vi.School Building Patan MUn.09.BIjayapur,Baitadi",16448024.8,Works,NCB,In-Progress,NCB/GSS/W-01/2078/79,,,Only e-Bid,,,,Patan Municipality Ward No.06,23-06-2022,Unit rate contract,Nepal,--Select Country--,--Select Country--,"Nilam Nirman Sewa Patan 06,Baitadi","Nilam Nirman Sewa Patan 06,Baitadi",,,Single,,06-08-2024,05-07-2023,,05-07-2023,19374220.16,2078/79,,NCB/GSS/W-01/2078/79,No,1000000.0,5,,Construction of Gyaneshwor Secondary School Building phase II with RCC Framed Structure and with Brick Masonary .,4408,"Shree Gyaneshwor Secondary School, Baitadi",100,,,Goverment,30-06-2022,0.0,300289659,,,0,NCB/GSS/W-01/2078/79
542,"Road Infrastructure Development Office,  Rukum (East )",Construction of Musikot Kaildeu Bhurunga Sadak,2080543.58,Works,NCB,Completed,RIDO/RUK/W/Ro/NCB/03/078-79,,,Only e-Bid,RIDO/RUK/W/Ro/NCB/03/078-79,,,"Naubasta-08, Banke",26-12-2021,Unit rate contract,Nepal,--Select Country--,--Select Country--,P.S. Nirman Sewa,P.S. Nirman Sewa,,,Single,,14-05-2023,15-05-2022,,25-05-2022,3454733.19,2078/79,,RIDO/RUK/W/Ro/NCB/03/078-79,No,0.0,100,,Construction of Musikot Kaildeu Bhurunga Sadak,3442,"Road Infrastructure Development Office,  Rukum (East )",100,,,Goverment,02-01-2022,1896725.27,303876911,,,0,RIDO/RUK/W/Ro/NCB/03/078-79
543,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of  Khoriyaghat Lohandra Trail Bridge",32759215.68,Works,NCB,In-Progress,NCB-08/078/79,,,Only e-Bid,,,,"Chabahil, Kathmandu",22-03-2022,Unit rate contract,Nepal,Nepal,--Select Country--,S.B.A.-Rubina JV,Rubina Nirman Sewa Pvt. Ltd.,SBA Nirman Sewa Pvt. Ltd,,Joint Venture,,21-09-2024,21-09-2023,,20-09-2023,51449443.76,2078/79,,NCB-1-8/078/79,No,32759215.68,0,,"span 259m/N, Lohandra river, Morang",289,Suspension Bridge Division (SBD),30,70,,Goverment,22-03-2022,0.0,300019250,300052701.0,,0,NCB-08/078/79
544,Sunsari Morang Irrigation Project,Construction of Canal Structure and Lining Works,19147079.82,Works,NCB,In-Progress,SMIP-/02/NCB/2078-79,,,Only e-Bid,SMIP-/02/NCB/2078-79,SMIP-/02/NCB/2078-79,,"Biratnagar-12, Morang",13-02-2022,Unit rate contract,Nepal,Nepal,--Select Country--,Swaminarayan-Kala JV,Swaminarayan Nirman Sewa Pvt. Ltd.,Kala Builders,,Joint Venture,,13-02-2023,13-02-2022,,13-02-2023,39624900.0,2078/79,,SMIP-02/NCB/2078-79,No,17897079.82,0,,Construction of Canal and Canal Lining,282,Sunsari Morang Irrigation Project,51,49,,Goverment,13-02-2022,1250000.0,601581759,303707383.0,,0,SMIP-/02/NCB/2078-79
545,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of  Yakpek Trail Bridge",14351000.0,Works,NCB,Completed,CTP-07/078/79,,,Only e-Bid,,,,"Gorkha-8, Haramtari",22-03-2022,Lump sum contract,Nepal,Nepal,--Select Country--,Adhikari/PS JV,Adhikari. Nirman Sewa,P.S Construction Sewa,,Joint Venture,,25-09-2024,25-09-2023,,24-09-2023,22668940.94,2078/79,,NCB-1-8/078/79,No,0.0,100,,"span 250m/D, Laksuwa Khola, Sankhuwasabha",289,Suspension Bridge Division (SBD),51,49,,Goverment,22-03-2022,11957491.0,300447374,300310072.0,,0,CTP-07/078/79
546,"Road Infrastructure Development Office,  Rukum (East )",Construction of baluwa daliwang serawang kanda morawang sima khabangbagar road,1459253.1,Works,NCB,Completed,RIDO/RUK/W/Ro/NCB/04/078-79,,,Only e-Bid,RIDO/RUK/W/Ro/NCB/04/078-79,,,"Morawang-05,Rukum",31-12-2021,Unit rate contract,Nepal,--Select Country--,--Select Country--,Santos Nirman Sewa,Santos Nirman Sewa,,,Single,,14-05-2023,15-05-2022,,09-05-2022,3485296.66,2078/79,,RIDO/RUK/W/Ro/NCB/04/078-79,No,0.0,100,,Construction of baluwa daliwang serawang kanda morawang sima khabangbagar road,3442,"Road Infrastructure Development Office,  Rukum (East )",100,,,Goverment,07-01-2022,1353792.22,302822056,,,0,RIDO/RUK/W/Ro/NCB/04/078-79
547,Sunsari Morang Irrigation Project,"Construction of Canal Structure, Repair & Maintenance Work",18615329.91,Works,NCB,In-Progress,SMIP-03/NCB/2078-79,,,Only e-Bid,SMIP-03/NCB/2078-79,,,"Biratnagar-7, Morang",23-02-2022,Unit rate contract,Nepal,--Select Country--,--Select Country--,Masud Nirman Sewa Pvt. Ltd.,Masud Nirman Sewa Pvt. Ltd,,,Single,,22-02-2023,23-02-2022,,22-02-2023,38218000.0,2078/79,,SMIP-03/NCB/2078-79,No,11750626.0,0,,Construction of Canal Structure & Repair work,282,Sunsari Morang Irrigation Project,100,,,Goverment,23-02-2022,6864703.0,300213184,,,0,SMIP-03/NCB/2078-79
548,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of  HudebhabarTrail Bridge",16159000.0,Works,NCB,Completed,CTP-06/078/79,,,Only e-Bid,,,,"KMC-9, Battisputali",21-03-2022,Lump sum contract,Nepal,--Select Country--,--Select Country--,Thani Nirman Sewa Pvt  Ltd,Thani Nirman Sewa Pvt  Ltd,,,Single,,25-09-2023,24-09-2023,,20-09-2023,28799868.69,2078/79,,NCB-1-8/078/79,No,0.0,100,,"span 313m/D, Karnali river, Surkhet/Kailali",289,Suspension Bridge Division (SBD),100,,,Goverment,21-03-2022,16159000.0,301439756,,,0,CTP-06/078/79
549,"Road Infrastructure Development Office,  Rukum (East )",Construction of Chunbangko Simchour Garpabaata teenbaine Hundai wordim(Chunbang -Rukumkot Road),1424338.82,Works,NCB,Completed,RIDO/RUK/W/Ro/NCB/06/078-79,,,Only e-Bid,RIDO/RUK/W/Ro/NCB/06/078-79,,,"Juggar-08, Rolpa",23-12-2021,Unit rate contract,Nepal,--Select Country--,--Select Country--,P.L. Nirman Sewa,P.L.Nirman Sewa,,,Single,,14-05-2023,15-05-2022,,28-04-2022,2421097.43,2078/79,,RIDO/RUK/W/Ro/NCB/06/078-79,No,0.0,100,,Construction of Chunbangko Simchour Garpabaata teenbaine Hundai wordim(Chunbang -Rukumkot Road),3442,"Road Infrastructure Development Office,  Rukum (East )",100,,,Goverment,30-12-2021,1390213.23,305475565,,,0,RIDO/RUK/W/Ro/NCB/06/078-79
550,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of  Kamala Timnai Trail Bridge",18644998.87,Works,NCB,In-Progress,CTP-05/078/79,,,Only e-Bid,,,,"Kohalpur-3, Banke.",22-03-2022,Lump sum contract,Nepal,--Select Country--,--Select Country--,BLT Construction Pvt Ltd,BLT Construction Pvt Ltd,,,Single,,21-09-2024,21-09-2023,,20-09-2023,29878988.12,2078/79,,NCB-1-8/078/79,No,18644998.87,0,,"span 251.80m/ N, Kamala river, Udayapur/ Dhanusha",289,Suspension Bridge Division (SBD),100,,,Goverment,22-03-2022,0.0,305576918,,,0,CTP-05/078/79
551,Sunsari Morang Irrigation Project,Construction of Glacis Type Energy Dessipator for Protection,67960855.96,Works,NCB,In-Progress,SMIP-04/NCB/2078-79,,,Only e-Bid,SMIP-04/NCB/2078-79,SMIP-03/NCB/2078-79,,"Baneshwor, Kathmandu",02-05-2022,Unit rate contract,Nepal,Nepal,--Select Country--,Bajra Guru-B & B JV,Bajra Guru Construction Company Pvt. Ltd.,Bhuwaneshwori & Bhaibhav Builders Pvt.Ltd,,Joint Venture,,05-11-2023,02-05-2022,,05-11-2023,159988000.0,2078/79,,SMIP-04/NCB/2078-79,No,63505855.0,0,,Construction of Glacis Type Energy Dessipator for Protection,282,Sunsari Morang Irrigation Project,70,,,--Select source of Fund --,02-05-2022,4455000.0,300062492,603566796.0,,0,SMIP-04/NCB/2078-79
552,"Infrastructure Development Office, Gorkha","Upgrading of 13 Kilo Go Na Pa Karyalaya Maladhunga Krishi Sadak , Gorkha",2147339.13,Works,NCB,In-Progress,IDO/GORKHA/NCB/W/R/1/078-79,Others,,Only e-Bid,IDO/GORKHA/NCB/W/R/1/078-79,,,"Gorkha Municipality -06,Gorkha",26-12-2021,Unit rate contract,Nepal,--Select Country--,--Select Country--,KC Builders & Suppliers,KC Builders & Suppliers,,,Single,,23-09-2023,25-08-2022,,25-08-2022,3074796.52,2078/79,,IDO/GORKHA/NCB/W/R/1/078-79,Yes,0.0,80,,Upgrading of Existing Road,3932,"Infrastructure Development Office, Gorkha",100,,,Goverment,03-01-2022,188260.0,609926688,,,0,IDO/GORKHA/NCB/W/R/1/078-79
553,"Infrastructure Development Office, Gorkha","Upgrading of Papnefat Ranitar Majhtar Parendihi Gauda Sadak,Gorkha",1587092.81,Works,Sealed Quotation,In-Progress,IDO/GORKHA/SQ/W/R/10/078-79,Others,,Only e-Bid,IDO/GORKHA/SQ/W/R/10/078-79,,,"Gorkha Municipality,Gorkha",20-02-2022,Unit rate contract,Nepal,--Select Country--,--Select Country--,Laxmi Construction,Laxmi Construction,,,Single,,16-12-2023,16-11-2022,,16-11-2022,1991305.45,2078/79,,IDO/GORKHA/SQ/W/R/10/078-79,Yes,0.0,40,,Upgrading Of Existing Road,3932,"Infrastructure Development Office, Gorkha",100,,,Goverment,20-02-2022,500000.0,300294509,,,0,IDO/GORKHA/SQ/W/R/10/078-79
